case_id,narrative,title,energy_source,energy_level,exposure_type,barrier_status,life_saving_rule,counterfactual_could_be_fatal_or_permanent,counterfactual_reasoning,evidence_phrase,recorded_severity,confidence,evidence_verified,sps,sps_breakdown
201984788,On May 2  2002  Employees #1  #2  #3  #4  and #5 were working on a cooling  tower. The fan blades inside the cooling tower were unexpectedly energized and  either threw the employees off to the decking or caused them to lose their  footing. The employees sustained serious injuries and were hospitalized.,Five Employees Injured Falling From Cooling Tower,mechanical_rotating_equipment,high,proximity_line_of_fire,functioning,none,True,"Unexpected energization of rotating equipment creates a sudden, forceful interaction with personnel; even a slight change in blade speed or position could result in fatal ejection from the structure.",The fan blades inside the cooling tower were unexpectedly energized and either threw the employees off to the decking or caused them to lose their footing,"{'1': 'fracture', '2': 'sprain', '3': 'contusion', '4': 'sprain', '5': 'sprain'}",0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
125968305,At approximately 6:30 a.m. on August 13  2001  Employee #1  a  carpenter-utility man employed by Pacific Cooling Services Incorporated   sustained multiple head and neck injuries after falling approximately 11 feet  and 6 inches while retrofitting and rebuilding a cooling tower. When he fell   Employee #1 had cut a 4-inch by 4-inch wooden post and was throwing a piece of  the scrap lumber outside of the confines of the cooling tower. Employee #1 was  transported to Arrowhead Regional Medical Center  where he was treated and  hospitalized for 9 days.,Employee Falls While Rebuilding A Cooling Tower,mechanical_moving_equipment,high,proximity_line_of_fire,absent,ppe,True,Falling from 11 feet with no fall protection while manipulating a large piece of lumber near a moving mechanical system represents a high-risk scenario for severe head and neck trauma. A slight change in the trajectory or force during the fall could easily result in fatal injury.,Employee #1 had cut a 4-inch by 4-inch wooden post and was throwing a piece of the scrap lumber outside of the confines of the cooling tower,{'1': 'fracture'},0.98,True,81.2,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 13, 'max_possible': 16}"
200621456,Employee #1 fell from the top of a cooling unit  approximately 9 feet onto a  guardrail on the roof. Employee #1 was installing insulation on a duct. He  received eight broken ribs  remained in the hospital for two nights  and died  on May 8  2001.,Employee Killed In Fall From Top Of Cooling Unit,gravity_fall,high,proximity_line_of_fire,partially_functioning,working_at_height,True,Falling from a height of 9 feet onto a guardrail represents a significant risk of serious injury or fatality; a small change in position or loss of balance could have resulted in a more severe outcome.,Employee #1 fell from the top of a cooling unit approximately 9 feet onto a guardrail on the roof,{'1': 'fatality'},0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
200781219,Employees #1 through #3 were engaged in the construction of a cooling tower at  a new combined cycle power plant. It was the second day of the erection  process of the cooling tower bentlines  which were structural elements of the  cooling tower. Eighteen of the bentlines had been erected when they collapsed   possibly due to high wind gusts associated with an oncoming storm. At the time  of the accident  Employees #1 through #3 were working at various elevations in  and around the structure. They were tied off and rode the bentlines down as  they collapsed. All three workers sustained fractures and other injuries  for  which they were hospitalized.,Three Employees Injured When Cooling Tower Bentlines Fail,mechanical_moving_equipment,high,proximity_line_of_fire,partially_functioning,none,True,The bentlines were structurally unsound and collapsing under high wind loads while workers were riding them; a slight shift in the load or wind direction could have resulted in a catastrophic failure and fatal fall.,Eighteen of the bentlines had been erected when they collapsed possibly due to high wind gusts associated with an oncoming storm,"{'1': 'fracture', '2': 'fracture', '3': 'fracture'}",0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
200800282,Employee #1 was working inside a cooling tower when the structural member on  which he was standing broke. He fell approximately 30 ft and was killed.,Employee Killed In Fall Inside Cooling Tower,gravity_fall,high,proximity_line_of_fire,absent,working_at_height,True,A fall from 30 feet onto a hard surface represents a high-risk scenario for serious injury or fatality; the absence of fall protection significantly increases this risk.,Employee #1 was working inside a cooling tower when the structural member on which he was standing broke,{'1': 'fatality'},0.98,True,81.2,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 13, 'max_possible': 16}"
201280682,Employee #1 was standing on a ladder to troubleshoot a spiral cooling tower.  His arm became caught in the framework and the rotating drum racks pulled him  into the tower up to his shoulder. Paramedics arrived and transported Employee  #1 to a local hospital  where he was later pronounced dead.,Employee Killed When Caught Between Drum And Frame Member,mechanical_caught_in_between,high,proximity_line_of_fire,partially_functioning,none,True,The rotating drum racks presented a significant hazard with direct line of sight to the worker's body; a slight change in positioning or a momentary loss of balance could have resulted in complete engulfment and asphyxiation.,Employee #1 was standing on a ladder to troubleshoot a spiral cooling tower. His arm became caught in the framework and the rotating drum racks pulled him into the tower up to his shoulder.,{'1': 'fatality'},0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
14411359,Employee #1 was dismantling scaffolding in a delayed coker unit when he fell  40 ft within the Cell #2 cooling tower. He landed in 7 ft of water at the  base  and drowned.,Employee Drowns After Falling Into Cooling Tower,gravity_fall,high,direct_contact,absent,working_at_height,True,A fall from 40ft into deep water represents a high-risk scenario for drowning; even a slight change in landing position could result in submersion and loss of consciousness.,Employee #1 was dismantling scaffolding in a delayed coker unit when he fell 40 ft within the Cell #2 cooling tower. He landed in 7 ft of water at the base and drowned.,{'1': 'fatality'},1.0,True,87.5,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 14, 'max_possible': 16}"
170393169,An employee was preparing to enter an access hatch on a cooling tower. He lost  his footing  fell into a fan shroud  and then fell about 15.2 meters  striking  structural bracing. He landed in water that was below the cooling tower and  was hospitalized with head and body injuries.,Employee Fell From Cooling Tower,gravity_fall,high,proximity_line_of_fire,absent,working_at_height,True,A fall from 15.2 meters onto a hard surface with no fall protection is a recognized SIF mechanism; the height and lack of restraint significantly increase the potential for fatal injury.,He lost his footing fell into a fan shroud and then fell about 15.2 meters striking structural bracing,{'1': 'hospitalized_serious'},0.98,True,81.2,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 13, 'max_possible': 16}"
170178842,EMPLOYEE #1  A CRANE RIGGER IN CHEVRON'S TRANSPORTATION DEPARTMENT  WAS  WALKING ACROSS THE ROOF OF A WATER COOLING TOWER THAT HAD 5-FOOT HIGH SHROUDS  AROUND 12-FOOT DIAMETER HORIZONTAL ROTATING FAN BLADES. EMPLOYEE #1 SUFFERED A  FRACTURED ARM AND A BRAIN CONCUSSION. THERE WERE NO WITNESSES AND EMPLOYEE #1  DOES NOT REMEMBER THE INCIDENT. CONJECTURE INDICATES THAT HE WAS STRUCK ON THE  ARM BY THE FAN BLADE AND STRUCK HIS HEAD ON AN ANGLE IRON WHEN HE FELL. ONE  SERIOUS VIOLATION WAS ESTABLISHED AS A RESULT OF THIS ACCIDENT.,Employee Injured While Working On Cooling Tower,mechanical_rotating_equipment,high,proximity_line_of_fire,functioning,ppe,True,A rotating fan blade at 12 feet in diameter presents a significant hazard; even a slight misstep or deflection could result in catastrophic injury to the head or extremities.,EMPLOYEE #1 WAS WALKING ACROSS THE ROOF OF A WATER COOLING TOWER THAT HAD 5-FOOT HIGH SHROUDS,{'1': 'fracture'},0.98,False,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
202686903,At approximately 2:50 pm on February 07  2013  Employee #1  of CA Corrections  & Rehabilitations-Ironwood State Prison  was working in the Records  department. The employee was walking over to a coworker to get some  information. As Employee #1 was leaving her coworker's desk she tripped over  the printer cord that was loose on the floor. The employee fell fracturing her  hip. Employee #1 was transported to an area hospital  where she received hip  surgery. Employee #1 remained hospitalized for two weeks.,Employee Injures Hip In Trip And Fall On Cord From A Printer,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,none,True,"A loose printer cord presenting a trip hazard in a high-traffic area, combined with the employee's movement, created a scenario where impact to the head or torso could easily result in severe injury; even a slight change in speed or positioning would have increased the risk of serious harm.",The employee was walking over to a coworker to get some information. As Employee #1 was leaving her coworker's desk she tripped over the printer cord that was loose on the floor.,{'1': 'fracture'},0.98,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
202458113,On December 5  2012  Employee #1 of Sierra Vista Regional Medical Center was  injured as she was reaching for a call light when she became entangled in some  cords and fell fracturing her arm. Employee #1 was assisting a patient whom  undergone surgery when she discovered the call light was not working. Employee  #1 willingly stepped into some cords attached to a breast pump next to the bed  and fell backwards. The accident occurred in a well lit room next to a  nightstand in the patient's room.,Employee Falls As Her Foot Gets Tangled In Cord,mechanical_moving_equipment,moderate,proximity_line_of_fire,functioning,ppe,True,The patient's breast pump was operating and the employee was reaching for a call light near cords; a slight shift in position or a momentary lapse in attention could have resulted in entanglement and impact with a sharp edge or falling object.,she became entangled in some cords and fell fracturing her arm,{'1': 'fracture'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
201024338,On August 1  2012  Employee #1  a nurse at Marin General Hospital  tripped on  a cord attached to a patient's equipment and fell to the floor. Employee #1  fractured her hip bone and was hospitalized.,Employee Fractures Hip In Trip Over Equipment Cord,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,none,True,A moving piece of equipment (patient's equipment) presented an obstacle in a high-traffic area; a slight shift in the cord’s position or the nurse’s step could have resulted in a more severe impact and potential for spinal injury.,tripped on a cord attached to a patient's equipment,{'1': 'fracture'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
201186483,At approximately 11:04 a.m. on June 7  2012  an electrician at a work site in  San Francisco  CA  was facing the northeast direction with the power  disconnect of a tower crane in front of him. He was kneeling down while  working on the balonga cords of the power disconnect. A 46mm socket and  extension fell from the crane and struck him in the back  near the right  shoulder blade. He was evaluated by the onsite first aid personnel. He refused  treatment from the San Francisco Fire Department. At the time  he was able to  rotate his right arm 360 degrees with discomfort. The following day  June 8   2012  the employee was not feeling well. He called into work and was told to  go to an urgent care facility. He was admitted to St. Francis Memorial  Hospital and treated for broken ribs and a punctured lung. The accident was  reported to the San Francisco District Office of Cal/OSHA by the employer   Decker Electric Co Inc. Electrical Contractors  San Francisco  CA  at 2:26  p.m. on June 11  2012.,Electrician Is Injured When Struck By Falling Equipment,mechanical_moving_equipment,high,proximity_line_of_fire,partially_functioning,none,True,A falling 46mm socket from a crane operating near an energized disconnect poses a significant risk of penetrating the chest cavity and causing catastrophic injury; even a slight change in the object's trajectory could have resulted in immediate fatality.,A 46mm socket and extension fell from the crane and struck him in the back near the right shoulder blade,{'1': 'hospitalized_serious'},0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
202487807,"At approximately 1:50 p.m. on July 31  2008  Employee #1  a millwright  and  her coworkers were installing 2 bag houses and replacing bucket elevator  belts. Employee #1 was using a 5T BeeBe Bros Winch with a Milwaukee three  quarter-inch drill motor to replace a bucket elevator belt  when she felt  extra tension in the winch line. Employee #1 squeezed the trigger to give more  power to the winch. The electric cord entangled her hand in the handle   causing her hand and arm to rotate with the drill motor  which resulted in  severe lacerations and a broken right hand. She was hospitalized for  treatment. The elevator equipment was in ""shut-down"" mode and locked out at  the time of the accident. Employee #1 stated she had used the same equipment a  year earlier in a slightly different situation and had been retrained on its  safe use prior to using it at this time.",Employee'S Hand Is Broken When Entangled By Cord,mechanical_rotating_equipment,moderate,direct_contact,functioning,lockout_tagout,True,The rotating drill motor coupled with the winch line created a high-speed entanglement hazard; a slight change in hand position or a momentary loss of grip could have resulted in severe crushing injuries or amputation.,Employee #1 was using a 5T BeeBe Bros Winch with a Milwaukee three quarter-inch drill motor to replace a bucket elevator belt,{'1': 'fracture'},0.98,True,56.2,"{'energy_level_pts': 2, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 9, 'max_possible': 16}"
202517116,On April 29  2008  Employee #1 was attaching a patient to a monitor in the ICU  of a hospital. He was injured when she tripped on some cords. She was  hospitalized for treatment of unspecified fractures.,Employee Trips And Falls In Hospital,mechanical_moving_equipment,moderate,proximity_line_of_fire,degraded,ppe,True,The presence of loose cords in a high-traffic area creates an obstacle hazard with the potential to cause a significant fall and impact on hard surfaces; a slight change in foot placement or speed could result in serious injury.,Employee #1 was attaching a patient to a monitor in the ICU,{'1': 'fracture'},0.9500000000000001,True,59.4,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 9.5, 'max_possible': 16}"
200784247,On August 11  2007  Employee #1 was a maintenance mechanic. He was using a  Chemetron TIG welding machine  Model Number 250  to install a dust guard on a  Shot Peen machine. The identification plate on the welder contained the  following information: AC input 208/230/460 volt  89/80/40 amp  single-phase   50/60 cycle. Approximately two weeks earlier  the electrical cord to the  single phase welding machine was replaced with a 10/4 AWG SOW-A/SOW heavy-duty  cord and a Hubbell  HBL2731  3-phase  4-blade attachment plug. The outer  insulation jacket of the electrical cord was not retained within the  attachment plug cord grip which subjected the conductors to pull/strain at the  terminal screws. Some of the cord connections were not tight and the grounding  terminal and blade were left open. Employee #1 was electrocuted when he  contacted both the metal casing of a portable TIG welder and the metal frame  of the machine that he was servicing.,Employee Is Electrocuted By Welding Machine,electrical,high,direct_contact,degraded,ppe,True,The exposed grounding terminal and loose connections created a direct path for current to flow through the worker's body; even a small increase in voltage or a brief contact could have resulted in fatal ventricular fibrillation.,Employee #1 was electrocuted when he contacted both the metal casing of a portable TIG welder and the metal frame of the machine that he was servicing,{'1': 'fatality'},0.98,True,78.1,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 12.5, 'max_possible': 16}"
201955184,On August 3  2007  Employee #1  of BrenMar Construction  Inc.  was at the P.  H. Glatfelter Company to repair the fan on the boiler. He was to use a 460/575  volt  three-phase  Miller XMT304 portable arc welder  serial #LA284630  which  his employer had brought to the site. However  the welder was not equipped  with a plug. A BrenMar supervisor at the site consulted with a Glatfelter  supervisor  and they decided to have a Glatfelter maintenance person wire a  plug onto the welder's power cord  which was common practice at many host  facilities  including this site. Glatfelter actually provided a cord known to  be compatible with their outlets and within the voltage range of the welder.  The Glatfelter maintenance worker wired the plug to the cord but  unknowingly   wired the grounding conductor to one of the hot terminals  and a hot one to  the ground terminal. The maintenance worker did not plug in the welder. When  the welder unit was plugged in  Employee #1 touched the frame of the welder  and was electrocuted. According to Brenmar  Glatfelter and to Miller Electric  Manufacturing Company  which manufactures the unit  the equipment power cord  can be wired with any plug that is compatible with the outlets available at  the worksite  provided the plug is within the rated voltage of the welder.,Employee Electrocuted By Temporary Wired Power Cord,electrical,high,direct_contact,partially_functioning,ppe,True,The wiring error created a direct path to ground through the welder's frame; even a brief contact at high voltage is likely fatal. A properly wired grounding conductor would have prevented this outcome.,Employee #1 touched the frame of the welder,{'1': 'fatality'},0.98,True,68.8,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
200263200,On July 5  2007  Employee # 1 was trying to correct a problem with a 5 KV DC  electrical system that was providing lights to the runway and taxiway at an  airport. Employee #1 had tested some wire connections. When Employee #1 was  connecting a female and male wire together  there was an arc and Employee #1  was electrocuted.,Employee Is Electrocuted While Connecting Wires,electrical,high,direct_contact,partially_functioning,energy_isolation,True,An arc flash from a 5kV system during wire connection represents a high-energy event with the potential to cause severe burns and cardiac arrest; a momentary change in contact could have resulted in fatal injury.,When Employee #1 was connecting a female and male wire together there was an arc,{'1': 'hospitalized_serious'},0.98,True,68.8,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
310810320,On July 3  2006  Employee # 1 slipped back on a skill saw cord  placed on top  of forks of a forklift. Employee # 1 sustained a 12-in. by 3-in. cut  when he  tried to leave the saw away from him. He pushed the trigger  when the saw came  down  and he struck his right thigh and knee. He was hospitalized.,Employee Cuts Thigh While Using Skill Saw,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,point_of_operation,True,"The saw was placed on a forklift, creating an immediate hazard. The employee's attempt to move the saw while it was running increased the risk of direct contact and severe injury; a slight change in the saw’s trajectory could have resulted in catastrophic damage.",Employee # 1 slipped back on a skill saw cord placed on top of forks of a forklift,{'1': 'hospitalized_serious'},0.98,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
202357216,On December 21  2005  Employee #1 was performing heating and air conditioning  installation work on the second floor of a two-story residential building.  Employee #1 tripped on the electric cord of a radio that he was carrying and  fell approximately 7.5 ft onto plywood on the first level. Employee #1 was  hospitalized and treated for bruises and contusions to his shoulder and ribs.,Employee Is Injured When Tripping On Radio Cord,other,moderate,proximity_line_of_fire,absent,ppe,True,The worker was carrying a radio cord across a significant fall distance with no protective measures; a slight shift in the cord's position or a momentary loss of balance could have resulted in a fatal impact on a hard surface.,Employee #1 tripped on the electric cord of a radio that he was carrying,{'1': 'hospitalized_serious'},0.98,True,68.8,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
201701505,At approximately 9:00 a.m. on April 3  2003  Employee #1 was cutting a board  with a Skil saw to size for the outer decoration of a support column on an  apartment house being constructed in Hermiston  Oregon. The worker could not  complete the cut because the power cord became tight and did not have enough  slack to allow the saw to be pushed completely through the cut. Employee #1  placed his left hand behind the saw cut to hold the two pieces and released  the pressure on the saw trigger. This allowed the saw blade to bite into the  remaining wood. The saw kicked back and injured three fingers of Employee #1's  left hand. He was hospitalized.,Employee'S Fingers Injured When Saw Kicked Back,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,point_of_operation,True,"The saw's kickback mechanism, exacerbated by insufficient cord slack and the worker’s attempt to manually hold the cut, represents a high-risk scenario for severe lacerations; a slight change in force or blade engagement could have resulted in amputation.",saw kicked back and injured three fingers of Employee #1's left hand,{'1': 'laceration'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
200880425,A cord connector on a flexible cord was found damaged from excessive heat. The  circuit breaker supplying the connector was opened but was not locked or  tagged out. The damaged connector was placed on a metal table. Several weeks  later  someone had closed the circuit breaker. An employee touched a metal  spatula that was on the metal table and received an electric shock. He was  hospitalized for his injuries.,Electric Shock,electrical,moderate,direct_contact,partially_functioning,lockout_tagout,True,The open circuit breaker with a damaged connector on a conductive surface created a hazardous situation. Closing the breaker without proper lockout/tagout procedures allowed continued current flow and direct contact with energized equipment; a small change in timing could have resulted in cardiac arrest or severe burns.,A cord connector on a flexible cord was found damaged from excessive heat,{'1': 'hospitalized_serious'},0.98,True,56.2,"{'energy_level_pts': 2, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 9, 'max_possible': 16}"
202289427,On August 23  1999  Employee #1 was killed when he fell from the top of a  9-ft-high catamaran to the ground. The employer was completing the manufacture  of the hull. The hull was lifted out of the mold with a hoist and then placed  on a cradle. Employee #1 went on the top of the hull to disconnect the hoist  pendant cord from the extension cord. The hull had two approximately  4 800-square-in. openings that were covered with cardboard. Employee #1  installed the cardboard on the openings. The pendant cord male end and  extension cord female end were laying on the cardboard. Employee #1 stepped  onto the cardboard to disconnect the hoist when he fell through the opening.,Employee Killed In Fall Through Catamaran Opening,mechanical_moving_equipment,high,proximity_line_of_fire,partially_functioning,none,True,The worker was operating at height with a partially functioning barrier (cardboard) directly in the line of fire of a moving hoist; a slight shift in weight or a momentary lapse in attention would have resulted in a fatal fall.,Employee #1 stepped onto the cardboard to disconnect the hoist,{'1': 'fatality'},0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
201081361,At approximately 8:00 a.m. on September 10  1998  Employee #1 was injured when  he fell from a platform. At the time of accident  Employee #1 was working on a  platform called a tooling fixture. The height of the platform was 81 in. The  platform encompassed a very large area and was portable only if it had wheels.  The platform also had detachable railings. Employee #1 was working in the area  where the wing of an airplane was situated so that he could work underneath  and guardrails could not be used. Employees #1 used a creeper to move under  the wing while he was working on it. This creeper was a shop aid platform and  it was called a scaffold  although it was only 5-ft by 7-ft and 10-in tall. It  had three metal planks with four wheels and was weighing 110 lb. There was a  cramped area under the wing. Employee #1 was trying to move the scaffold when  it got hung up on an electrical cord. Employee #1 and the scaffold fell off  the platform to the ground level. Employee #1 sustained bruises  contusions   and abrasions. He was hospitalized for two days for observations.,Employee Sustained Injuries In Fall From Platform,mechanical_moving_equipment,moderate,proximity_line_of_fire,partially_functioning,ppe,True,The worker was operating a small platform near an aircraft wing in a confined space; a slight shift in the platform's position or a more forceful snag could have resulted in impact with critical aircraft components or a fatal fall.,Employee #1 was trying to move the scaffold when it got hung up on an electrical cord,{'1': 'abrasion'},0.9500000000000001,True,50.0,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 8, 'max_possible': 16}"
200811172,Some employees were using a wet-dry masonry saw to cut brick during  construction of a residence. The employees had previously complained about  receiving electric shocks while using the saw and complained that the saw was  not running properly. The ground in the work area was wet from recent rains.  The employees drove a piece of 10-millimeter-diamter metal rebar   approximately 610 millimeters long  into the ground to a depth of about 100  millimeters. They then wrapped one end of a short section of #12 copper  conductor around the rod and attached the other end to the metal frame of the  saw. However  the saw still did not run properly. An employee unplugged the  saw to troubleshoot the problem. After the saw was thought to be fixed  an  employee picked up the attachment plug for the saw and the cord connector on a  cord set to connect them. He received an electric shock and fell face down in  a pile of bricks. The employee was transported to the local hospital where he  was pronounced dead on arrival. He had been electrocuted.,An Employee Was Electrocuted,electrical,high,direct_contact,absent,ppe,True,"The intentional creation of a conductive path between the saw's frame and ground, combined with direct contact while troubleshooting, represents a high-probability SIF scenario. A slight change in the employee’s position or the timing of the shock could have resulted in fatal cardiac arrest.",An employee picked up the attachment plug for the saw and the cord connector on a cord set,{'1': 'fatality'},0.98,True,87.5,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 14, 'max_possible': 16}"
170167985,A fumigation department manager was placing a portable electric fan near a  vent under a small outside porch at a residence. He was found the next morning  by some coworkers. He was holding the fan support stand in one hand. In his  other hand  he was holding the attachment plug on the fan's power supply cord  and the cord connector on an extension cord set. He had been electrocuted.,Electric Shock,electrical,high,direct_contact,degraded,ppe,True,Holding a live electrical cord with an extension cord connector while near a conductive surface (porch) creates a direct path for current flow; even a brief contact could cause ventricular fibrillation and death.,He was holding the attachment plug on the fan's power supply cord and the cord connector on an extension cord set,{'1': 'fatality'},0.98,True,78.1,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 1.5, 'counterfactual_pts': 4, 'raw_total': 12.5, 'max_possible': 16}"
201060399,Two employees were working from an articulating boom aerial lift  repairing an  electric sign. After replacing the wiring  ballasts  and lights  the employees  descended and one of them started to clean up. The second employee wanted to  test the lights  so the two employees connected an extension cord to a  truck-mounted generator. The second employee inserted two conductors from the  sign into the connector on the extension cord set. This energized the sign   and he went back up in the aerial lift to check the sign and perform more work  while the sign remained energized. His coworker left to get soft drinks. When  he returned  he found the second employee hanging over the edge of the aerial  lift platform and slumped on top of the sign. The first employee quickly  disconnected the sign from the cord set and went up to rescue his coworker.  Emergency medical services transported the injured employee to a hospital   where he was pronounced dead of electrocution.,Electric Shock,electrical,high,proximity_line_of_fire,partially_functioning,ppe,True,Connecting a generator to an energized sign via an extension cord bypasses all lockout/tagout procedures and creates a direct path for high-voltage current through the body; even a slight shift in position could have resulted in contact with live components.,The second employee inserted two conductors from the sign into the connector on the extension cord set,{'1': 'fatality'},0.98,True,62.5,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 10, 'max_possible': 16}"
202544961,At approximately 8:26 a.m. on April 17  2013  Employee #1  a teacher at Lausd  Vermont Elementary  was walking away from a wall-mounted thermostat  when her  foot became entangled in an orange extension cord. The cord was adjacent to  the wall and was not in an aisle or a work area. Employee #1 raised her foot  off the floor and began to shake her foot in an apparent attempt to free her  foot from the cord  when she fell to the floor. Employee #1 was transported to  the hospital for a head laceration and for surgery to treat a fractured left  hip  left humerus  and left pelvic area. After the hospital treatment   Employee #1 was transported to a Rehabilitation Centre for an extended  recovery period. An investigation found that there was no reasonable  expectation that the employer could have known that an extension cord on a  floor adjacent to a wall would result in a hazard. Therefore  there was no  serious accident related citation.,Employee Falls On Extension Cord  Fractures Hip  Arm  Pelvis,electrical,moderate,proximity_line_of_fire,absent,ppe,True,An extension cord on the floor adjacent to a wall presents an immediate tripping hazard; a slight shift in balance or momentum could have resulted in a head impact or more severe trauma to the hip/pelvis.,foot became entangled in an orange extension cord,{'1': 'fracture'},0.98,True,68.8,"{'energy_level_pts': 2, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
200171171,"At approximately 2:30 p.m. on February 22  2013  Employee #1 was found in  recreational area called ""El Bosquesito"" inside the University of Puerto Rico   Bayamon Campus  dead hanging from a tree by the neck. The employee was hanging  with a flexible extension cord around his neck. Employee #1 was pronounced  dead at the scene. The police was notified and they initiated an  investigation.",Employee Is Found Dead Hanging In A Tree By The Neck,other,high,proximity_line_of_fire,absent,none,True,The use of a flexible extension cord around the neck creates a direct and immediate hazard with high potential for fatal injury; a slight shift in position or failure to immediately disconnect would have resulted in death.,Employee #1 was found dead hanging from a tree by the neck,{'1': 'fatality'},0.98,False,81.2,"{'energy_level_pts': 4, 'exposure_pts': 2, 'barrier_pts': 3, 'counterfactual_pts': 4, 'raw_total': 13, 'max_possible': 16}"
200212934,On May 27  2011  an employee was performing field machining operations by  checking the rotation of a hydraulic pump. The employee determined that he  would need to reverse the rotation of the hydraulic pump by switching the  internal wires of the 480 volt extension cord plug being powered by an  electrical power station. During this process the employee made contact with  hot wires and was electrocuted.,Employee Is Electrocuted After Contact With Extension Cord,electrical,high,direct_contact,not_applicable,lockout_tagout,True,Contact with energized electrical conductors at 480V is a direct pathway to fatal injury; a momentary lapse in lockout/tagout procedures would have resulted in immediate cardiac arrest.,employee made contact with hot wires,{'1': 'fatality'},0.98,True,68.8,"{'energy_level_pts': 4, 'exposure_pts': 3, 'barrier_pts': 0, 'counterfactual_pts': 4, 'raw_total': 11, 'max_possible': 16}"
